CharacterName,WikiLink,Source,Sentiment
Emma Frost,Emma Frost,Marvel,5.4465624364105
Rumiko Fujikawa,Rumiko Fujikawa,Marvel,5.461666666666667
Fury_Marvel,Fury (Marvel Comics),Marvel,5.28280193236715
Jake Fury,Jake Fury,Marvel,5.023939393939394
Mikel Fury,Mikel Fury,Marvel,5.040810810810811
Nick Fury,Nick Fury,Marvel,5.359241365025117
Nick Fury Jr.,Nick Fury Jr.,Marvel,5.310877192982457
Vernon Fury,Vernon Fury,Marvel,4.985757575757575
Fusion,Fusion (Marvel Comics),Marvel,5.17
Futurist,Futurist (comics),Marvel,5.465732323232324
Galactus,Galactus,Marvel,5.5104033889731925
Gambit,Gambit (Marvel Comics),Marvel,5.388932283208834
Gamesmaster,Gamesmaster (comics),Marvel,5.402682352941177
Gamora,Gamora,Marvel,5.422772532188842
Gardener,Gardener (comics),Marvel,5.576666666666666
Gargantua,Gargantua (comics),Marvel,5.305250965250965
Gargoyle,Gargoyle (comics),Marvel,5.442400442477877
Garokk,Garokk,Marvel,5.35880895283773
Jeffrey Garrett,Jeffrey Garrett,Marvel,5.281363636363636
John Garrett,John Garrett (comics),Marvel,5.230355672032946
Gatecrasher,Gatecrasher (Marvel Comics),Marvel,5.443913043478261
Gateway,Gateway (comics),Marvel,5.370181086519115
Kulan Gath,Kulan Gath,Marvel,5.420988120950325
Gauntlet,Gauntlet (comics),Marvel,5.451428571428572
Gavel,Gavel (comics),Marvel,5.5133333333333345
Gazelle,Salem's Seven,Marvel,5.419451827242526
Geiger,Geiger (comics),Marvel,5.591111111111111
Gemini,Gemini (Marvel Comics),Marvel,5.352032442748092
Genesis,Genesis (Marvel Comics),Marvel,5.402010526315789
Genis-Vell,Genis-Vell,Marvel,5.469526967285589
Gentle,Gentle (comics),Marvel,5.620000000000001
Ghaur,Ghaur,Marvel,5.410265486725664
Ghost,Ghost (Marvel Comics),Marvel,5.297359886201992
Ghost Rider,Ghost Rider,Marvel,5.319840126922139
Ghost Rider 2099,Ghost Rider 2099,Marvel,5.3003163444639725
Giant-Man,Giant-Man,Marvel,5.5158629441624365
Gibbon,Gibbon (comics),Marvel,5.33
Gibborim,Gibborim (comics),Marvel,5.3116666666666665
Gideon,Gideon (comics),Marvel,5.295985626283366
Giganto,Giganto,Marvel,5.301851052347544
Gigantus,Gigantus,Marvel,5.424615384615385
Gladiator,Gladiator (Melvin Potter),Marvel,5.347781402936379
Gladiatrix,Gladiatrix (comics),Marvel,5.4563366336633665
Corvus Glaive,Corvus Glaive,Marvel,5.462679147837314
Glob,Glob (comics),Marvel,5.421257142857143
Glorian,Glorian,Marvel,5.444665249734325
Ma Gnucci,Ma Gnucci,Marvel,5.45801247077163
GoGo Tomago,GoGo Tomago,Marvel,5.628993710691824
Goddess,Goddess (comics),Marvel,5.3634375
Godzilla,"Godzilla, King of the Monsters (comic book)",Marvel,5.43670652173913
Golddigger,Femizons,Marvel,5.464077192982455
Golden Girl,Betsy Ross (comics),Marvel,5.3933333333333335
Golem,Golem (comics),Marvel,5.347177263969172
Goliath,Goliath (Marvel Comics),Marvel,5.2873603351955305
Vin Gonzales,Vin Gonzales,Marvel,5.363540372670808
Goom,Goom,Marvel,5.329715346534654
Gorgilla,Gorgilla,Marvel,5.289090909090908
Gorgolla,Gorgolla,Marvel,5.289090909090908
Gorgon,Gorgon (Inhuman),Marvel,5.476390532544378
Delphyne Gorgon,Delphyne Gorgon,Marvel,5.4091298865069355
Gorilla Girl,Gorilla Girl,Marvel,5.448882352941177
Gorilla-Man,Gorilla-Man,Marvel,5.3920021645021645
Gorr the God Butcher,Gorr the God Butcher,Marvel,5.469348722176422
Gorr the Golden Gorilla,Gorr the Golden Gorilla,Marvel,5.575021367521367
Grand Director,Grand Director,Marvel,5.39125
Glory Grant,Glory Grant,Marvel,5.503016241299305
Grasshopper,Grasshopper (comics),Marvel,5.415042016806723
Graviton,Graviton (comics),Marvel,5.379962311557788
Gravity,Gravity (comics),Marvel,5.383684210526316
Graymalkin,Graymalkin,Marvel,5.430938809723387
Green Goblin,Green Goblin,Marvel,5.364655281467426
Grey Gargoyle,Grey Gargoyle,Marvel,5.359491358024691
Jean Grey,Jean Grey,Marvel,5.428213684371651
Griffin,Griffin (Marvel Comics),Marvel,5.2800157397691505
David Griffith,David Griffith (comics),Marvel,5.432757527733756
Grim Hunter,Grim Hunter,Marvel,5.037407407407407
Grim Reaper,Grim Reaper (comics),Marvel,5.41235294117647
Grindhouse,Grindhouse (comics),Marvel,5.8340000000000005
Grizzly,Grizzly (comics),Marvel,5.3245115774240235
Grog,Grog (Marvel Comics),Marvel,5.321446740858506
Groot,Groot,Marvel,5.490788537549407
Guardian_Marvel,Guardian (Marvel Comics),Marvel,5.3767929089444
Guardsman,Guardsman (comics),Marvel,5.29814533164343
Jebediah Guthrie,Jebediah Guthrie,Marvel,5.545714285714285
Henry Peter Gyrich,Henry Peter Gyrich,Marvel,5.298586269196025
Gwenpool,Gwenpool,Marvel,5.512576856649396
Hala the Accuser,Hala the Accuser,Marvel,5.3489903846153855
Tadashi Hamada,Tadashi Hamada,Marvel,5.645930563460444
Cockroach Hamilton,Cockroach Hamilton,Marvel,5.30875
Justin Hammer,Justin Hammer,Marvel,5.331668016194333
Hammerhead,Hammerhead (comics),Marvel,5.322548144013397
Victoria Hand,Victoria Hand (comics),Marvel,5.620000000000001
Maya Hansen,Maya Hansen,Marvel,5.36643137254902
Hardball,Hardball (comics),Marvel,5.591111111111111
Hardshell,Leila Davis,Marvel,5.506500000000001
Felicity Hardy,Felicity Hardy,Marvel,5.2125
Hargen the Measurer,Celestials (comics),Marvel,5.301764705882353
Agatha Harkness,Agatha Harkness,Marvel,5.538308668076109
Harpoon,Marauders (comics),Marvel,5.34003681734506
Harrier,Harrier (comics),Marvel,5.6414285714285715
Stephanie Harrington,DP 7,Marvel,5.373424962852897
Jonas Harrow,Jonas Harrow,Marvel,5.281359743040686
Hate-Monger,Hate-Monger,Marvel,5.225295698924731
Hauptmann Deutschland (Captain Germany),Hauptmann Deutschland,Marvel,5.372263157894737
Havok,Havok (comics),Marvel,5.346041352248717
Hawkeye,Hawkeye (Clint Barton),Marvel,5.453457671485514
Gene and Alice Hayes,Pride (comics),Marvel,5.364643403308773
Haywire,Haywire (comics),Marvel,5.33
Mark Hazzard,Mark Hazzard: Merc,Marvel,5.4044865525672385
Headlok,Headlok,Marvel,5.354707112970711
Headsman,Headsman (comics),Marvel,5.319077155824508
Hebe,Hebe (Marvel Comics),Marvel,5.7375
Hecate,Hecate (Marvel Comics),Marvel,5.4970127795527155
Hector,Hector (Pantheon),Marvel,5.355714285714287
Heimdall,Heimdall (comics),Marvel,5.33
Hela,Hela (comics),Marvel,5.33
Helix,Helix (Marvel Comics),Marvel,5.386192468619247
Hellcat,Patsy Walker,Marvel,5.592992273961162
Hellcow,Hellcow,Marvel,5.512063106796117
Hellfire,Hellfire (J.T. Slade),Marvel,5.121333333333333
Hellion,Hellion (comics),Marvel,5.370454545454546
Hellrazor,Hellrazor,Marvel,5.2075
Daimon Hellstrom,Daimon Hellstrom,Marvel,5.349357874342653
Hepzibah,Hepzibah (comics),Marvel,5.370483412322274
H.E.R.B.I.E.,H.E.R.B.I.E.,Marvel,5.426728665207878
Hercules,Hercules (Marvel Comics),Marvel,5.415802914642609
Gregory Herd,Gregory Herd,Marvel,5.299967948717948
Hermes,Hermes (Marvel Comics),Marvel,5.4370146520146525
Hermod,Hermod (comics),Marvel,5.634545454545455
Hex,Hex (Marvel Comics),Marvel,5.545714285714285
High Evolutionary,High Evolutionary,Marvel,5.4513061797752815
Hijacker,Hijacker (comics),Marvel,5.281229281767955
Maria Hill,Maria Hill,Marvel,5.418556585228868
Hindsight,Hindsight (comics),Marvel,5.451637931034483
Hiro-Kala,Hiro-Kala,Marvel,5.36444618599791
Hiroim,Hiroim,Marvel,5.289585172109445
Hit-Monkey,Hit-Monkey,Marvel,5.425808823529412
Hitman,Hitman (Marvel Comics),Marvel,5.229962663347853
Toni Ho,Toni Ho,Marvel,5.443397508493772
Anne Marie Hoag,Anne Marie Hoag,Marvel,5.288709677419353
Hobgoblin,Hobgoblin (comics),Marvel,5.346802884615385
Cameron Hodge,Cameron Hodge,Marvel,5.343078346699569
Happy Hogan,Happy Hogan (comics),Marvel,5.642631578947368
Jeryn Hogarth,Jeryn Hogarth,Marvel,5.1899999999999995
Hogun,Hogun,Marvel,5.452161909218531
Holocaust,Holocaust (Marvel Comics),Marvel,5.1983163265306125
Lilly Hollister,Menace (Marvel Comics),Marvel,5.545714285714285
Hollywood,Wonder Man,Marvel,5.476699478865084
Honey Lemon,Honey Lemon,Marvel,5.669937304075234
Hood,Hood (comics),Marvel,5.239473684210526
Hornet,Hornet (comics),Marvel,5.374415437003406
Howard the Duck,Howard the Duck,Marvel,5.451518669131238
George Howe,George Howe (comics),Marvel,5.5307692307692315
Hrimhari,Hrimhari,Marvel,5.358317757009345
Jimmy Hudson,Jimmy Hudson,Marvel,5.35752024291498
Hugin and Munin,Hugin and Munin (Marvel Comics),Marvel,5.318421052631579
Hulk,Hulk,Marvel,5.500422153369481
Hulk 2099,Hulk 2099,Marvel,5.3432972440944875
Hulkling,Hulkling,Marvel,5.536151383489595
Human Cannonball,Human Cannonball (Marvel Comics),Marvel,5.406652835408022
Human Fly,Human Fly (comics),Marvel,5.432924145917776
Human Top,Human Top (David Mitchell),Marvel,5.646249999999999
Human Torch,Human Torch (android),Marvel,5.389834172963897
Humbug,Humbug (comics),Marvel,5.33
Hummingbird,Hummingbird (comics),Marvel,5.330240153698368
Humus Sapien,Humus Sapien,Marvel,5.5105854800936775
Huntara,Fantastic Force,Marvel,5.606486928104576
Henrietta Hunter,Henrietta Hunter,Marvel,5.0875
Stevie Hunter,Stevie Hunter,Marvel,5.399450354609929
Huntsman,Huntsman (Cephalus),Marvel,5.545714285714285
Hurricane,Hurricane (comics),Marvel,5.19704475308642
Husk,Husk (comics),Marvel,5.390773176987907
Faiza Hussain,Faiza Hussain,Marvel,5.440994818652849
Hybrid,Hybrid (Jimmy Marks),Marvel,5.396302975653742
Hydro-Man,Hydro-Man,Marvel,5.412260928961749
Hyperion,Hyperion (comics),Marvel,5.456352420120215
Hypno-Hustler,Hypno-Hustler,Marvel,5.324643584521385
Hypnotia,Hypnotia,Marvel,5.66
Iceman,Iceman (Marvel Comics),Marvel,5.402852833265389
Idunn,Idunn (comics),Marvel,5.414705882352941
Ikaris,Ikaris,Marvel,5.451752671755725
Immortus,Immortus,Marvel,5.354645909645909
Impossible Man,Impossible Man,Marvel,5.420515970515971
In-Betweener,In-Betweener,Marvel,5.32088669950739
Indra,Indra (comics),Marvel,5.370181554103122
Inertia,Inertia (Marvel Comics),Marvel,5.454304715840387
Inferno,Inferno (Dante Pertuz),Marvel,5.443743876836949
Ink,Ink (comics),Marvel,5.381408602150538
Shola Inkosi,Shola Inkosi,Marvel,5.545714285714285
Insect Queen,Petra Laskov,Marvel,5.356086956521739
Invisible Woman,Invisible Woman,Marvel,5.54700626009693
Ion_Marvel,Ion (Marvel Comics),Marvel,5.51625
Iron Cross,Iron Cross (Marvel Comics),Marvel,5.382203389830509
Iron Fist,Iron Fist (comics),Marvel,5.185238095238096
Iron Lad,Iron Lad,Marvel,5.452836611195159
Iron Man,Iron Man,Marvel,5.471526302790813
Iron Man 2020,Iron Man 2020,Marvel,5.3882989690721645
Iron Monger,Iron Monger,Marvel,5.360042857142856
Iron Patriot,Iron Patriot,Marvel,5.443306801736614
Ironclad,Ironclad (comics),Marvel,5.43328125
ISAAC,ISAAC (comics),Marvel,5.4688888888888885
Isbisa,Isbisa,Marvel,5.369010152284265
It! The Living Colossus,It! The Living Colossus,Marvel,5.383897373243737
J'son of Spartax,J'son (character),Marvel,5.442528735632184
J2,J2 (comics),Marvel,5.5200000000000005
Jack Flag,Jack Flag,Marvel,5.408802588996764
Jack Frost,Jack Frost (Marvel Comics),Marvel,5.475277361319341
Jack O'Lantern_Marvel,Jack O'Lantern (Marvel Comics),Marvel,5.294522853318034
Jack of Hearts,Jack of Hearts (Marvel Comics),Marvel,5.39650406504065
Jackal_Marvel,Jackal (Marvel Comics character),Marvel,5.339260240472794
Jackhammer_Marvel,Jackhammer (comics),Marvel,5.458278867102396
Jackpot,Jackpot (Marvel Comics),Marvel,5.64923076923077
Brent Jackson,Brent Jackson,Marvel,5.2939207048458155
J. Jonah Jameson,J. Jonah Jameson,Marvel,5.347342979008113
John Jameson,John Jameson (comics),Marvel,5.303684210526316
Jann of the Jungle,Jann of the Jungle,Marvel,5.6321875
Janus,Janus (Marvel Comics),Marvel,5.347343096234309
Jarella,Jarella,Marvel,5.418782518210198
Jarvis,J.A.R.V.I.S.,Marvel,5.4264662921348314
Edwin Jarvis,Edwin Jarvis,Marvel,5.381784766957181
Jerry Jaxon,Jerry Jaxon,Marvel,5.3990931076178965
Jazinda,Jazinda,Marvel,5.378889802631579
Jester,Jester (Marvel Comics),Marvel,5.320218446601942
Jetstream,Jetstream (comics),Marvel,5.470011299435028
Jigsaw,Jigsaw (Marvel Comics),Marvel,5.416730267121912
Jimmy-6,Jimmy-6,Marvel,5.297441860465116
Joan,Joan (comics),Marvel,5.564615384615384
Jocasta,Jocasta (comics),Marvel,5.394958217270195
John the Skrull,John the Skrull,Marvel,5.4848659003831415
Johnny Dee,Johnny Dee,Marvel,5.311460506706408
Jolen,Jolen (comics),Marvel,5.308125
Charlotte Jones,Charlotte Jones (comics),Marvel,5.572857142857144
Gabe Jones,Gabe Jones,Marvel,5.364691252144083
Hugh Jones,Hugh Jones (comics),Marvel,5.446651053864168
Jessica Jones,Jessica Jones,Marvel,5.562081654294805
Rick Jones,Rick Jones (comics),Marvel,5.309200000000001
Jubilee,Jubilee (comics),Marvel,5.412352941176471
Jude the Entropic Man,Jude the Entropic Man,Marvel,5.5625
Juggernaut,Juggernaut (comics),Marvel,5.33
Junior Juniper,Junior Juniper,Marvel,5.378571428571429
Junta,Junta (comics),Marvel,5.450869565217391
Justice,Justice (New Universe),Marvel,5.41144727773949
Kaecilius,Kaecilius,Marvel,5.451596774193548
Elloe Kaifi,Elloe Kaifi,Marvel,5.312859778597787
Kala,Kala (comics),Marvel,5.424696356275304
Jennifer Kale,Jennifer Kale,Marvel,5.369544615384616
Noble Kale,Noble Kale,Marvel,5.545999999999999
Kaluu,Kaluu,Marvel,5.368283671036949
Kamikaze,Kamikaze (comics),Marvel,5.705
Garrison Kane,Garrison Kane,Marvel,5.312595890410958
Kang the Conqueror,Kang the Conqueror,Marvel,5.405781502423263
Kangaroo,Kangaroo (comics),Marvel,5.302703269069572
Karkas,Karkas (comics),Marvel,5.449096385542169
Karma,Karma (comics),Marvel,5.423684210526315
Karnak,Karnak (comics),Marvel,5.458046204620462
Karthon the Quester,Karthon the Quester,Marvel,5.254080188679246
Ka-Zar,Ka-Zar (David Rand),Marvel,5.372284620293555
Robert Kelly,Robert Kelly (comics),Marvel,5.349047619047619
Kestrel,Kestrel (Marvel Comics),Marvel,5.269133275261324
Kamala Khan,Kamala Khan,Marvel,5.620918823788223
Khonshu,Khonshu (Marvel Comics),Marvel,5.5066484268125855
KIA,KIA (comics),Marvel,5.352692307692308
Kiber the Cruel,Kiber the Cruel,Marvel,5.076923076923077
Kid Cassidy,Kid Cassidy,Marvel,5.511428571428572
Kid Colt,Kid Colt,Marvel,5.57673197492163
Kid Kaiju,Kid Kaiju,Marvel,5.45
Kid Omega,Kid Omega,Marvel,5.429444444444446
Killer Shrike,Killer Shrike,Marvel,5.267312626603646
Aldrich Killian,Aldrich Killian,Marvel,5.503857677902622
Erik Killmonger,Erik Killmonger,Marvel,5.376926418680424
Killpower,Killpower,Marvel,5.340509413067553
Killraven,Killraven,Marvel,5.498099426386233
Kimura,Kimura (comics),Marvel,5.3707692307692305
Kindred,Harry Osborn,Marvel,5.352709677419355
Hannibal King,Hannibal King,Marvel,5.391391184573004
King Bedlam,King Bedlam,Marvel,5.625
Kingmaker,Kingmaker (comics),Marvel,5.325441176470588
Kingpin,Kingpin (comics),Marvel,5.258571428571429
Roderick Kingsley,Roderick Kingsley,Marvel,5.360785457809696
Kismet,Kismet (Marvel Comics),Marvel,5.557840637450199
Kiwi Black,Kiwi Black,Marvel,5.4682806324110675
Klaatu,Klaatu (comics),Marvel,5.352241610738255
Klaw,Klaw (Marvel Comics),Marvel,5.33
Kleinstocks,Kleinstocks,Marvel,5.362666666666667
Misty Knight,Misty Knight,Marvel,5.47257417638633
Knull,Knull (comics),Marvel,5.33
Eric Koenig,Eric Koenig,Marvel,5.319461641991924
Komodo,Komodo (comics),Marvel,5.385365853658537
Korath the Pursuer,Korath the Pursuer,Marvel,5.494257641921398
Korg,Korg (comics),Marvel,5.3707692307692305
Korrek,Korrek,Marvel,5.319999999999999
Korvac,Korvac,Marvel,5.452181522181523
Korvus,Korvus (comics),Marvel,5.186875000000001
Kraglin Obfonteri,Kraglin,Marvel,5.627914554670529
Kraken,Daniel Whitehall,Marvel,5.438461538461539
Krakoa,Krakoa,Marvel,5.40118467722866
Krang,Krang (Marvel Comics),Marvel,5.368351063829787
Kraven the Hunter,Kraven the Hunter,Marvel,5.310570667681187
Kro,Kro (comics),Marvel,5.33
Krystalin,Krystalin,Marvel,5.325
Kull,Kull (comics),Marvel,5.557058823529411
Kylun,Kylun,Marvel,5.3025
La Lunatica,La Lunatica,Marvel,5.288888888888888
Lacuna,Lacuna (comics),Marvel,5.467499999999999
Lady Bullseye,Lady Bullseye,Marvel,5.406760700389104
Lady Deathstrike,Lady Deathstrike,Marvel,5.378995472552348
Lady Dorma,Lady Dorma,Marvel,5.412272727272728
Lady Grey,Lady Grey (comics),Marvel,5.475769230769231
Lady Lotus,Lady Lotus,Marvel,5.493845391476711
Lady Mastermind,Lady Mastermind,Marvel,5.3384010736196315
Lady Octopus,Lady Octopus,Marvel,5.400528820729773
Lamprey,Lamprey (comics),Marvel,5.234545454545454
Steven Lang,Steven Lang (comics),Marvel,5.33
Laufey,Laufey (comics),Marvel,5.33
Morgan le Fay,Morgan le Fay (Marvel Comics),Marvel,5.438356113087437
Leader,Leader (comics),Marvel,5.440526315789473
Leech,Leech (comics),Marvel,5.33
Ned Leeds,Ned Leeds,Marvel,5.417101176470588
Left-Winger,Left-Winger (comics),Marvel,5.410870253164557
Prudence Leighton,Prudence Leighton,Marvel,5.223125
Lei Kung,Lei Kung (comics),Marvel,5.345789473684211
Leir,Leir (Marvel Comics),Marvel,5.436853932584269
Harry Leland,Harry Leland,Marvel,5.371452513966481
Leo,Leo (comics),Marvel,5.346412940057088
Leper Queen,Leper Queen,Marvel,5.274014752370917
Letha,Letha (comics),Marvel,5.33
Libra,Libra (Marvel Comics),Marvel,5.330055005500551
Lifeform,Lifeform (comics),Marvel,5.828888888888889
Lifeguard,Lifeguard (comics),Marvel,5.506611359285259
Lightmaster,Lightmaster,Marvel,5.374836956521739
Tommy Lightning,Crusaders (Marvel Comics),Marvel,5.533553113553114
Lightspeed,Julie Power,Marvel,5.421911930748966
Lilith,Lilith (Marvel Comics),Marvel,5.368365339578454
Lionheart,Lionheart (comics),Marvel,5.412352941176471
Litterbug,Litterbug (comics),Marvel,5.7375
Living Brain,Living Brain,Marvel,5.464762159273116
Living Laser,Living Laser,Marvel,5.402735966735968
Living Lightning,Living Lightning,Marvel,5.44417759838547
Living Monolith,Living Monolith,Marvel,5.5109103840682785
Living Tribunal,Living Tribunal,Marvel,5.461600965406276
Lizard,Lizard (comics),Marvel,5.301428571428572
Llyra,Llyra,Marvel,5.425728155339805
Loa,Loa (comics),Marvel,5.394472049689441
Maximus Lobo,Maximus Lobo,Marvel,5.407576419213974
Lobo Brothers,Lobo Brothers,Marvel,5.2174999999999985
Lockheed,Lockheed (comics),Marvel,5.33
Lockjaw,Lockjaw (comics),Marvel,5.33
Locus,Locus (comics),Marvel,5.348494492044063
Locust,Locust (comics),Marvel,5.579999999999999
Lodestone,Lodestone (comics),Marvel,5.182499999999999
Loki,Loki (Marvel Comics),Marvel,5.453052805280528
Raza Longknife,Raza Longknife,Marvel,5.35343956043956
Longshot,Longshot (Marvel Comics),Marvel,5.4192588643028525
Lord Chaos,Lord Chaos (Marvel Comics),Marvel,5.318992443324938
Lord Dark Wind,Lord Dark Wind,Marvel,5.347507418397626
Lord Deathstrike,Hellfire Club (comics),Marvel,5.376672429844395
Andy Lorimer,Andy Lorimer,Marvel,5.341666666666666
Lorna the Jungle Girl,Lorna the Jungle Girl,Marvel,5.6171999999999995
Lorelei,Lorelei (Mutate),Marvel,5.39702868852459
Nancy Lu,Nancy Lu,Marvel,5.31
Lucifer_Marvel,Lucifer (Marvel Comics),Marvel,5.295867556468172
Lucy in the Sky,Karolina Dean,Marvel,5.51143869443848
Aleksander Lukin,Aleksander Lukin,Marvel,5.43601926163724
Willie Lumpkin,Willie Lumpkin,Marvel,5.562814871016693
Lunatik,Lunatik,Marvel,5.40842105263158
Lupo,Lupo (comics),Marvel,5.367777777777778
Lurking Unknown,Lurking Unknown,Marvel,5.230416666666667
Lyja,Lyja,Marvel,5.471478226128646
Gideon Mace,Gideon Mace,Marvel,5.29688663282572
Jason Macendale,Jason Macendale,Marvel,5.316894243641231
Mach-VI,Abner Jenkins,Marvel,5.333550852439742
Machete,Machete (comics),Marvel,5.452865384615384
Machine Man,Machine Man,Marvel,5.389488742964353
Machine Teen,Machine Teen,Marvel,5.376162025316455
Machinesmith,Machinesmith,Marvel,5.411923589515771
Al MacKenzie,Al MacKenzie,Marvel,5.352955326460481
Moira MacTaggart,Moira MacTaggart,Marvel,5.389090909090909
Mad Dog,Mad Dog (Marvel Comics),Marvel,5.349468599033817
Mad Dog Rassitano,Mad Dog Rassitano,Marvel,5.363076923076923
Mad Thinker,Mad Thinker,Marvel,5.365278200060809
Madame Hydra,Madame Hydra,Marvel,5.491691233514352
Madame Masque,Madame Masque,Marvel,5.404866666666667
Madame Menace,Sunset Bain,Marvel,5.409211563731931
Madame Web,Madame Web,Marvel,5.488077101718532
Madcap,Madcap (comics),Marvel,5.411422351233672
Madman,Madman (Marvel Comics),Marvel,5.352868490732567
Maelstrom,Maelstrom (comics),Marvel,5.394889380530973
Maestro,Maestro (comics),Marvel,5.3707692307692305
Maggott,Maggott,Marvel,5.350328849028401
Magician,Magician (comics),Marvel,5.478461538461539
Magik,Magik (comics),Marvel,5.366055555555556
Magique,Magique,Marvel,5.45090909090909
Magma,Magma (Jonathan Darque),Marvel,5.340294117647059
Magneto,Magneto (Marvel Comics),Marvel,5.345748260304352
Magnir,Enchanters Three,Marvel,5.4045488721804515
Mahkizmo,Mahkizmo,Marvel,5.399586523736601
Brett Mahoney,Brett Mahoney,Marvel,5.329610870907968
Mahr Vehl,Mahr Vehl,Marvel,5.389973427812224
Major Mapleleaf,Major Mapleleaf,Marvel,5.475344827586207
Maker,Maker (Reed Richards),Marvel,5.434041398031897
Makkari,Makkari (comics),Marvel,5.513375302663437
Malekith the Accursed,Malekith the Accursed,Marvel,5.331756180733163
Malice,Malice (comics),Marvel,5.33
Karl Malus,Karl Malus,Marvel,5.412962548910005
Mammomax,Mammomax,Marvel,5.219473684210526
Man-Ape,Man-Ape,Marvel,5.461765507839127
Man-Beast,Man-Beast,Marvel,5.3728424657534255
Man-Bull,Man-Bull,Marvel,5.34836690647482
Man-Elephant,Man-Elephant,Marvel,5.4345197740113
Man-Killer,Man-Killer,Marvel,5.383365650969529
Man Mountain Marko,Man Mountain Marko,Marvel,5.3624270177447055
Man-Spider,Spider-Man,Marvel,5.5027853029010245
Man-Thing,Man-Thing,Marvel,5.388932504942106
Victor Mancha,Victor Mancha,Marvel,5.387938871473354
Mandarin,Mandarin (comics),Marvel,5.3707692307692305
Mandrill,Mandrill (comics),Marvel,5.336922604422605
Dino Manelli,Dino Manelli,Marvel,5.088095238095238
Mangog,Mangog,Marvel,5.483875862068966
Manifold,Manifold (comics),Marvel,5.498947368421054
Manikin,Manikin (comics),Marvel,5.5654545454545445
Manphibian,Manphibian,Marvel,5.201544650040225
Mantis,Mantis (Marvel Comics),Marvel,5.5168723243515485
Anna Maria Marconi,Anna Maria Marconi,Marvel,5.411080734728748
Marrow,Marrow (comics),Marvel,5.33
Martinex,Martinex,Marvel,5.508297018348625
Martyr,Phyla-Vell,Marvel,5.485540720961282
Marvel Boy,Marvel Boy (Robert Grayson),Marvel,5.437913135593219
Marvelman,Marvelman,Marvel,5.220625
Masked Marauder,Masked Marauder,Marvel,5.262927439532944
Masked Raider,Masked Raider,Marvel,5.5255939849624065
Masque,Masque (comics),Marvel,5.345348189415042
Massacre,Massacre (Marvel Comics),Marvel,5.284463650228775
Mass Master,Jack Power (Marvel Comics),Marvel,5.480291438979964
Master Izo,Master Izo,Marvel,5.408830715532287
Master Khan,Master Khan,Marvel,5.316650943396226
Master Man,Master Man (Marvel Comics),Marvel,5.466136576239477
Master Menace,Master Menace,Marvel,5.417736450584485
Master Mold,Master Mold,Marvel,5.320731021555764
Master of the World,Master of the World (comics),Marvel,5.358575215374421
Master Pandemonium,Master Pandemonium,Marvel,5.3416022544283415
Mastermind,Mastermind (Jason Wyngarde),Marvel,5.4151622060016225
Alicia Masters,Alicia Masters,Marvel,5.555088899567515
Matador,Matador (Marvel Comics),Marvel,5.2610039370078745
Match,Match (Marvel Comics),Marvel,5.434000000000001
Mathemaniac,Mathemanic,Marvel,5.382857142857143
Mauler,Mauler (comics),Marvel,5.30767156862745
Maverick,David North (comics),Marvel,5.364285714285714
Robert Maverick,Robert Maverick,Marvel,5.387190669371197
Ebony Maw,Ebony Maw,Marvel,5.473036109064112
Luna Maximoff,Luna Maximoff,Marvel,5.3655
Maximus the Mad,Maximus (comics),Marvel,5.371253959873283
Melinda May,Melinda May,Marvel,5.392643203447657
Mayhem,Mayhem (comics),Marvel,5.305518018018018
Kenny McFarlane,Kenny McFarlane,Marvel,5.46025460930641
Meanstreak,Meanstreak (comics),Marvel,5.33
Medusa,Medusa (comics),Marvel,5.453661628473915
Harold Meachum,Harold Meachum,Marvel,5.356364594309801
Ward Meachum,Ward Meachum,Marvel,5.32732905982906
Meggan,Meggan (character),Marvel,5.449247237569061
Seamus Mellencamp,Seamus Mellencamp,Marvel,5.342222222222222
Melter,Melter,Marvel,5.328155186064925
Mentallo,Mentallo,Marvel,5.346872012745618
Mentor,Mentor (A'lars),Marvel,5.455959183673469
Mephisto,Mephisto (comics),Marvel,5.64923076923077
Mercurio the 4-D Man,Mercurio the 4-D Man,Marvel,5.424560290117861
Mercury,Mercury (Marvel Comics),Marvel,5.336114329857088
Merlin,Merlin (Marvel Comics),Marvel,5.595714285714286
Merlyn,Merlyn (Marvel Comics),Marvel,5.737500000000001
Irene Merryweather,Irene Merryweather,Marvel,5.371786786786787
Mesmero,Mesmero,Marvel,5.35317119694802
Metal Master,Metal Master (comics),Marvel,5.407627388535032
Metalhead,Metalhead (comics),Marvel,5.33
Meteorite,Karla Sofen,Marvel,5.404346318917134
Mettle,Mettle (comics),Marvel,5.33
Lynn Michaels,Lynn Michaels,Marvel,5.185574948665297
Microchip,Microchip (comics),Marvel,5.341684442809857
Micromax,Micromax,Marvel,5.3714336917562715
Midas,Midas (comics),Marvel,5.401350515463918
Midgard Serpent,Midgard Serpent (comics),Marvel,5.372352941176469
Proxima Midnight,Proxima Midnight,Marvel,5.491302261823166
Midnight Sun,Midnight Sun (Marvel Comics),Marvel,5.34536523929471
Midnight Fire,Midnight's Fire,Marvel,5.441513994910941
Miek,Miek,Marvel,5.321978860833822
Milan,Milan (comics),Marvel,5.35585597826087
Millie the Model,Millie the Model,Marvel,5.600821667681072
Mimic,Mimic (comics),Marvel,5.367056090275473
Mind-Wave,Mind-Wave,Marvel,5.404155972359328
